timestamp,temperature_2m,relative_humidity_2m,temperature_2m_scaled,relative_humidity_2m_scaled,sound_volume
2024-01-12 01:00:00,-6.967,89.74037,-2.5178092,0.76103663,1.4670914265928763
2024-01-12 02:00:00,-6.817,88.71232,-2.4977741,0.6915542,1.1467601632534083
2024-01-12 03:00:00,-6.967,88.35395,-2.5178092,0.66733336,3.362270297659233
2024-01-12 04:00:00,-5.817,85.76728,-2.364207,0.49250966,-0.09351610553980368
2024-01-12 05:00:00,-6.117,88.09119,-2.404277,0.6495741,0.029025379299600973
2024-01-12 06:00:00,-6.367,89.78974,-2.4376688,0.76437336,-2.21381571847857
2024-01-12 07:00:00,-6.667,92.23228,-2.477739,0.9294555,0.019135488909148665
2024-01-12 08:00:00,-6.767,94.02641,-2.4910958,1.0507147,-0.5353411400405846
2024-01-12 09:00:00,-3.867,77.83563,-2.1037514,-0.043561928,-0.18352275056165668
2024-01-12 10:00:00,-1.467,68.4822,-1.7831904,-0.6757268,-1.5159886943527705
2024-01-12 11:00:00,-0.66700006,73.50006,-1.6763368,-0.3365876,-0.00935212394013627
2024-01-12 12:00:00,-0.26700002,74.689674,-1.6229099,-0.25618592,1.6714866046298549
2024-01-12 13:00:00,-0.26700002,73.85246,-1.6229099,-0.31277004,-0.19278993816609832
2024-01-12 14:00:00,-0.56700003,79.54985,-1.6629801,0.07229591,1.6166326981931973
2024-01-12 15:00:00,-1.117,84.370445,-1.736442,0.39810258,-1.9151256425080991
2024-01-12 16:00:00,-3.067,91.07677,-1.9968977,0.8513588,-0.5282226500604178
2024-01-12 17:00:00,-3.5170002,93.12632,-2.0570028,0.9898807,0.013869839734530006
2024-01-12 18:00:00,-3.167,92.79678,-2.0102544,0.9676085,-1.4699212628268152
2024-01-12 19:00:00,-2.417,91.12283,-1.9100791,0.8544722,-0.46525754668870534
2024-01-12 20:00:00,-2.467,92.83719,-1.9167573,0.97033936,-0.16749775253035507
2024-01-12 21:00:00,-2.167,91.14046,-1.8766874,0.85566336,0.09093411539802712
2024-01-12 22:00:00,-2.117,91.14397,-1.870009,0.8559005,0.06532287914332381
2024-01-12 23:00:00,-2.117,91.8259,-1.870009,0.9019898,-0.4747298227808608
2024-01-13 00:00:00,-2.117,91.8259,-1.870009,0.9019898,-0.8629704596649922
2024-01-13 01:00:00,-3.267,90.37919,-2.023611,0.804212,-2.127072725539346
2024-01-13 02:00:00,-3.5170002,91.04468,-2.0570028,0.84919,-0.23260009517816935
2024-01-13 03:00:00,-3.7670002,90.68323,-2.0903945,0.82476085,1.108154494682178
2024-01-13 04:00:00,-3.817,91.023186,-2.097073,0.84773743,1.302418542007632
2024-01-13 05:00:00,-4.017,92.39724,-2.1237864,0.94060475,-0.1949322018191545
2024-01-13 06:00:00,-4.017,91.35418,-2.1237864,0.87010807,0.5757627497591318
2024-01-13 07:00:00,-4.217,90.64968,-2.1504998,0.82249355,-0.424174423904576
2024-01-13 08:00:00,-4.067,87.94771,-2.1304648,0.6398769,-0.4192953392256076
2024-01-13 09:00:00,-3.417,82.82244,-2.043646,0.29347855,0.3114818425300681
2024-01-13 10:00:00,-2.667,78.62822,-1.943471,0.010006196,1.4957279275699862
2024-01-13 11:00:00,-1.967,71.593544,-1.8499739,-0.46544224,-0.2230871916621918
2024-01-13 12:00:00,-1.067,66.50395,-1.7297635,-0.80942947,-0.8434280982258837
2024-01-13 13:00:00,-1.467,78.817055,-1.7831904,0.022768885,0.8266119814824838
2024-01-13 14:00:00,-1.017,73.43402,-1.7230852,-0.34105104,0.8375079987670813
2024-01-13 15:00:00,-1.5669999,77.91405,-1.796547,-0.038262147,-0.8383241395991091
